City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
383,Cockburn Town,TC,2022-07-22 12:41:14,21.4612,-71.1419,80.4,82,100,24.36
384,Aguimes,ES,2022-07-22 12:43:31,27.9054,-15.4461,83.66,61,20,36.82
385,Esperance,AU,2022-07-22 12:43:31,-33.8667,121.9,55.92,71,78,7.11
386,Little Current,CA,2022-07-22 12:43:31,45.9793,-81.9248,65.41,75,7,9.1
387,Newark,US,2022-07-22 12:40:43,40.7357,-74.1724,87.94,59,20,8.05
388,Manacor,ES,2022-07-22 12:43:32,39.5696,3.2096,99.82,39,0,10.71
389,Naryan-Mar,RU,2022-07-22 12:43:33,67.6713,53.087,60.62,45,23,8.12
390,Hami,CN,2022-07-22 12:43:33,42.8,93.45,91.6,13,0,9.19
391,Manta,EC,2022-07-22 12:38:44,-0.95,-80.7333,71.38,83,100,2.3
392,Ascension,US,2022-07-22 12:43:34,30.2169,-90.9001,77.0,100,75,5.75
393,Dingle,PH,2022-07-22 12:43:34,10.9995,122.6711,78.26,89,100,4.92
394,Chuy,UY,2022-07-22 12:43:34,-33.6971,-53.4616,56.16,88,100,4.61
395,Mtambile,TZ,2022-07-22 12:43:35,-5.3833,39.7,77.45,68,0,12.68
396,Kaka,TM,2022-07-22 12:43:35,37.3482,59.6143,108.07,10,0,11.83
397,Emba,KZ,2022-07-22 12:43:35,48.8264,58.1442,86.97,28,100,9.84
398,Weligama,LK,2022-07-22 12:43:36,5.9667,80.4167,79.14,85,99,14.83
399,Hatillo,PR,2022-07-22 12:43:36,18.4863,-66.8254,86.65,80,88,8.01
400,Salta,AR,2022-07-22 12:43:36,-24.7859,-65.4117,46.99,87,0,3.44
401,Pakokku,MM,2022-07-22 12:43:37,21.3333,95.1,91.67,55,100,5.75
402,Sungairaya,ID,2022-07-22 12:43:37,0.7,108.9,79.84,78,100,2.08
403,Gibara,CU,2022-07-22 12:43:38,21.1097,-76.1317,81.72,76,24,16.89
404,Luanda,AO,2022-07-22 12:43:38,-8.8368,13.2343,73.4,78,40,8.05
405,Kamenka,RU,2022-07-22 12:43:38,51.3223,42.7678,68.88,65,96,8.01
406,Yakeshi,CN,2022-07-22 12:43:39,49.2833,120.7333,70.09,73,5,13.27
407,Lakes Entrance,AU,2022-07-22 12:43:39,-37.8811,147.981,49.62,76,100,10.96
408,Nipawin,CA,2022-07-22 12:43:40,53.3668,-104.0009,51.84,100,0,5.75
409,Acapulco,MX,2022-07-22 12:41:04,16.8634,-99.8901,80.42,89,75,3.44
410,Baruun-Urt,MN,2022-07-22 12:43:40,46.6806,113.2792,64.04,58,100,9.48
411,Poltavka,RU,2022-07-22 12:43:41,54.3663,71.7632,70.09,46,9,11.21
412,Lompoc,US,2022-07-22 12:43:41,34.6391,-120.4579,55.53,98,100,8.05
413,Sambava,MG,2022-07-22 12:44:42,-14.2667,50.1667,73.98,72,0,14.27
414,Grenville,GD,2022-07-22 12:44:42,12.1167,-61.6167,84.25,73,99,17.92
415,Srednekolymsk,RU,2022-07-22 12:44:42,67.45,153.6833,47.08,54,3,2.51
416,Kwinana,AU,2022-07-22 12:44:43,-32.25,115.7667,58.93,86,88,11.81
417,Paamiut,GL,2022-07-22 12:44:43,61.994,-49.6678,47.44,78,0,7.31
418,Gotsu,JP,2022-07-22 12:44:43,35.0,132.2167,72.77,91,43,5.26
419,Alta Floresta,BR,2022-07-22 12:44:44,-9.8756,-56.0861,76.82,61,0,2.3
420,Inhambane,MZ,2022-07-22 12:44:44,-23.865,35.3833,76.98,69,40,8.05
421,Sakaiminato,JP,2022-07-22 12:42:03,35.55,133.2333,73.38,88,75,8.05
422,Mantua,IT,2022-07-22 12:44:45,45.1667,10.7833,97.84,16,0,5.19
423,Tikrit,IQ,2022-07-22 12:44:45,34.6071,43.6782,108.55,9,0,14.09
424,Bonavista,CA,2022-07-22 12:44:45,48.6499,-53.1147,62.51,79,100,5.59
425,Broome,US,2022-07-22 12:44:46,42.2506,-75.833,76.35,72,0,8.05
426,Ilam,NP,2022-07-22 12:44:46,26.9167,87.9167,72.37,95,100,1.59
427,Ankang,CN,2022-07-22 12:44:47,32.68,109.0172,66.99,97,53,0.6
428,Mount Isa,AU,2022-07-22 12:44:47,-20.7333,139.5,55.17,35,0,3.44
429,Upata,VE,2022-07-22 12:44:47,8.0086,-62.3989,75.2,84,93,7.25
430,Lamar,US,2022-07-22 12:44:48,33.6668,-95.5836,78.64,88,0,5.75
431,Abnub,EG,2022-07-22 12:44:48,27.2696,31.1511,97.02,15,5,18.12
432,Thinadhoo,MV,2022-07-22 12:44:49,0.5333,72.9333,81.07,76,100,8.7
433,Isangel,VU,2022-07-22 12:44:49,-19.55,169.2667,77.11,78,100,9.22
434,Bomet,KE,2022-07-22 12:44:49,-0.7813,35.3416,66.45,60,95,4.05
435,Makakilo City,US,2022-07-22 12:41:15,21.3469,-158.0858,77.32,68,0,10.36
436,Yatou,CN,2022-07-22 12:44:50,37.15,122.3833,72.28,91,100,2.01
437,Parrita,CR,2022-07-22 12:44:50,9.5201,-84.3225,74.21,96,100,2.44
438,Nelson Bay,AU,2022-07-22 12:44:50,-32.7167,152.15,63.0,70,94,8.01
439,Tabou,CI,2022-07-22 12:44:51,4.423,-7.3528,80.76,59,48,7.65
440,Vazhiny,RU,2022-07-22 12:44:51,60.9644,34.0222,82.24,35,75,7.85
441,Taltal,CL,2022-07-22 12:44:52,-25.4,-70.4833,59.29,75,98,3.38
442,Sandwick,GB,2022-07-22 12:41:27,60.0,-1.25,53.42,82,40,9.22
443,Chepo,PA,2022-07-22 12:44:52,9.1667,-79.1,79.02,94,99,3.02
444,Rockland,US,2022-07-22 12:43:25,41.1668,-74.0496,84.13,70,0,4.43
445,Mapastepec,MX,2022-07-22 12:44:53,15.4333,-92.9,76.98,89,100,1.59
446,Tolbazy,RU,2022-07-22 12:44:53,54.0241,55.8825,74.73,52,13,5.86
447,Vincennes,FR,2022-07-22 12:44:54,48.85,2.4333,79.14,71,75,5.75
448,Umuarama,BR,2022-07-22 12:44:54,-23.7664,-53.325,71.42,56,4,12.77
449,Constitucion,CL,2022-07-22 12:44:54,-35.3333,-72.4167,52.68,76,100,5.7
450,Ishigaki,JP,2022-07-22 12:44:55,24.3448,124.1572,82.53,94,20,5.75
451,Adrar,MR,2022-07-22 12:42:53,20.5022,-10.0711,95.0,34,71,6.15
452,Morrisburg,CA,2022-07-22 12:44:56,44.9001,-75.1826,75.92,62,3,9.48
453,Fazalpur,PK,2022-07-22 12:44:56,32.1833,75.0667,90.1,64,100,2.98
454,Chaman,PK,2022-07-22 12:44:56,30.9236,66.4512,101.8,8,27,8.1
455,Araouane,ML,2022-07-22 12:44:57,18.9048,-3.5265,98.26,30,3,5.23
456,Catamarca,AR,2022-07-22 12:44:57,-28.4696,-65.7852,67.42,52,0,4.38
457,Paoua,CF,2022-07-22 12:44:57,7.2427,16.4406,77.05,83,88,2.64
458,Half Moon Bay,US,2022-07-22 12:44:58,37.4636,-122.4286,58.1,89,100,6.91
459,Iranshahr,IR,2022-07-22 12:45:58,27.2025,60.6848,109.74,24,20,11.5
460,Porbandar,IN,2022-07-22 12:45:59,21.6422,69.6093,82.92,81,100,17.54
461,Pullman,US,2022-07-22 12:45:59,46.7313,-117.1796,68.85,56,0,5.99
462,Huesca,ES,2022-07-22 12:45:59,42.1362,-0.4087,96.1,34,0,5.75
463,Vanimo,PG,2022-07-22 12:46:00,-2.6741,141.3028,78.53,88,85,4.16
464,Laguna,US,2022-07-22 12:46:00,38.421,-121.4238,69.17,64,0,9.22
465,Kuopio,FI,2022-07-22 12:46:01,62.8924,27.677,78.75,57,0,10.36
466,Babra,IN,2022-07-22 12:46:01,21.85,71.3,84.22,69,100,15.59
467,Khandyga,RU,2022-07-22 12:46:02,62.6667,135.6,68.49,79,96,2.68
468,Orvault,FR,2022-07-22 12:46:02,47.271,-1.6219,73.65,28,49,8.3
469,San Matias,BO,2022-07-22 12:46:03,-16.3667,-58.4,82.51,33,48,4.14
470,Garowe,SO,2022-07-22 12:46:03,8.4054,48.4845,87.1,38,100,28.01
471,Solnechnyy,RU,2022-07-22 12:46:04,50.7214,136.6319,57.06,93,100,6.24
472,Comodoro Rivadavia,AR,2022-07-22 12:46:04,-45.8667,-67.5,31.86,51,0,16.11
473,Pavilosta,LV,2022-07-22 12:46:04,56.8879,21.1859,76.91,78,22,10.38
474,Zhuhai,CN,2022-07-22 12:44:44,22.2769,113.5678,89.38,79,0,10.36
475,Porto Torres,IT,2022-07-22 12:46:05,40.835,8.3972,95.18,45,0,8.99
476,Tadine,NC,2022-07-22 12:46:05,-21.55,167.8833,75.51,85,100,13.76
477,Rovaniemi,FI,2022-07-22 12:46:06,66.5,25.7167,72.81,43,0,12.66
478,Palaia Fokaia,GR,2022-07-22 12:46:06,37.72,23.9463,99.86,44,0,10.76
479,Poros,GR,2022-07-22 12:46:07,37.4994,23.4536,94.86,40,0,5.57
480,Tiznit,MA,2022-07-22 12:46:07,29.5833,-9.5,102.29,12,64,5.3
481,Wuwei,CN,2022-07-22 12:46:08,37.9281,102.6414,71.44,34,6,4.97
482,Waipawa,NZ,2022-07-22 12:46:08,-41.4122,175.5153,42.4,73,68,4.9
483,Tufeni,RO,2022-07-22 12:46:09,44.3667,24.7833,97.88,14,0,3.87
484,Fort Saint James,CA,2022-07-22 12:46:09,54.4333,-124.25,49.5,79,27,3.69
485,Tan An,VN,2022-07-22 12:46:10,10.5333,106.4167,82.42,88,96,6.62
486,Bereda,ES,2022-07-22 12:46:10,43.2686,-7.5406,68.41,85,93,6.69
487,Sorong,ID,2022-07-22 12:46:10,-0.8833,131.25,78.48,86,100,13.42
488,Rauma,FI,2022-07-22 12:46:11,61.1272,21.5113,75.24,74,42,15.19
489,Aksarka,RU,2022-07-22 12:46:12,66.5606,67.7975,48.29,85,100,0.65
490,Sukumo,JP,2022-07-22 12:46:12,32.9333,132.7333,73.69,89,0,8.1
491,Hammerfest,NO,2022-07-22 12:46:13,70.6634,23.6821,54.05,100,75,5.75
492,Richards Bay,ZA,2022-07-22 12:46:13,-28.783,32.0377,76.28,56,0,10.02
493,Storforshei,NO,2022-07-22 12:46:14,66.4043,14.5233,56.66,81,75,4.61
494,Ulladulla,AU,2022-07-22 12:46:14,-35.35,150.4667,54.61,79,56,2.68
495,Zyryanka,RU,2022-07-22 12:46:14,65.75,150.85,51.35,60,0,3.51
496,Codajas,BR,2022-07-22 12:46:15,-3.8367,-62.0569,80.37,79,61,2.37
497,Ban Nahin,LA,2022-07-22 12:46:15,18.2418,104.2122,75.69,96,57,2.06
498,Ponta Delgada,PT,2022-07-22 12:46:16,37.7333,-25.6667,72.32,73,20,8.05
499,Palu,ID,2022-07-22 12:46:16,-0.8917,119.8707,76.82,96,84,1.66
500,Teknaf,BD,2022-07-22 12:46:16,20.8624,92.3058,81.84,84,100,9.86
501,Havelock,US,2022-07-22 12:46:17,34.8791,-76.9013,82.94,81,52,8.59
502,Jardim,BR,2022-07-22 12:46:17,-21.4803,-56.1381,80.58,31,55,6.42
503,Ponta Pora,BR,2022-07-22 12:46:18,-22.5361,-55.7256,66.11,68,0,2.3
504,Antalaha,MG,2022-07-22 12:46:18,-14.9003,50.2788,73.26,73,7,11.54
505,Kautokeino,NO,2022-07-22 12:46:19,69.0125,23.0412,62.47,52,64,15.05
506,Ossora,RU,2022-07-22 12:47:19,59.2353,163.0719,52.48,76,0,3.76
507,Manuk Mangkaw,PH,2022-07-22 12:47:19,4.8,119.85,83.71,69,10,2.8
508,Salinopolis,BR,2022-07-22 12:47:20,-0.6136,-47.3561,82.69,74,98,7.87
509,Jiexiu,CN,2022-07-22 12:47:20,37.0244,111.9125,67.15,78,72,0.96
510,Yashkul,RU,2022-07-22 12:47:21,46.1711,45.3435,84.87,29,42,13.38
511,Shingu,JP,2022-07-22 12:47:21,33.7333,135.9833,75.9,82,0,5.82
512,Maceio,BR,2022-07-22 12:43:33,-9.6658,-35.7353,78.24,78,40,6.91
513,Mackay,AU,2022-07-22 12:47:22,-21.15,149.2,56.68,67,0,9.44
514,Ust-Koksa,RU,2022-07-22 12:47:22,50.2696,85.6108,65.19,73,0,5.1
515,Khovu-Aksy,RU,2022-07-22 12:47:23,51.1333,93.6,61.32,70,60,3.22
516,Sisimiut,GL,2022-07-22 12:47:23,66.9395,-53.6735,44.22,93,100,4.99
517,Rawson,AR,2022-07-22 12:47:23,-43.3002,-65.1023,37.65,50,100,7.07
518,Marsh Harbour,BS,2022-07-22 12:42:43,26.5412,-77.0636,83.19,72,1,13.2
519,Sioux Lookout,CA,2022-07-22 12:45:39,50.1001,-91.917,60.87,88,20,3.44
520,Guerrero Negro,MX,2022-07-22 12:46:19,27.9769,-114.0611,66.51,91,4,10.74
521,Machico,PT,2022-07-22 12:47:24,32.7,-16.7667,80.71,60,20,18.41
522,Okha,RU,2022-07-22 12:47:25,53.5739,142.9478,53.22,88,97,11.12
523,Dzhebariki-Khaya,RU,2022-07-22 12:47:25,62.2167,135.8,68.99,78,76,2.24
524,Mecca,SA,2022-07-22 12:47:25,21.4267,39.8261,101.52,26,13,13.89
525,Jumla,NP,2022-07-22 12:47:26,29.2747,82.1838,65.84,95,99,2.91
526,Namibe,AO,2022-07-22 12:47:26,-15.1961,12.1522,70.43,73,40,0.0
527,Mancio Lima,BR,2022-07-22 12:47:27,-7.6142,-72.8958,68.07,100,11,1.14
528,Khingansk,RU,2022-07-22 12:47:27,49.1167,131.1833,58.96,91,96,4.83
529,Omsukchan,RU,2022-07-22 12:47:27,62.5333,155.8,46.71,61,0,4.29
530,Shakhtinsk,KZ,2022-07-22 12:47:28,49.71,72.5872,78.64,26,100,13.58
531,Labuhan,ID,2022-07-22 12:47:28,-6.8844,112.2051,78.48,77,94,6.73
532,Cao Bang,VN,2022-07-22 12:47:29,22.6667,106.25,75.85,96,10,1.86
533,Vermilion,US,2022-07-22 12:47:29,40.1667,-87.7506,75.56,76,0,8.05
534,Roebourne,AU,2022-07-22 12:47:29,-20.7833,117.1333,73.42,75,20,11.61
535,Tiarei,PF,2022-07-22 12:47:30,-17.5333,-149.3333,71.62,79,23,12.15
536,Palmer,US,2022-07-22 12:43:49,42.1584,-72.3287,82.78,68,20,3.44
537,Sabang,ID,2022-07-22 12:47:30,5.8933,95.3214,82.67,77,100,13.31
538,Ambulu,ID,2022-07-22 12:47:31,-8.345,113.6058,75.61,83,99,2.75
539,Camacha,PT,2022-07-22 12:47:31,33.0833,-16.3333,71.02,60,75,14.97
540,Kruisfontein,ZA,2022-07-22 12:47:31,-34.0033,24.7314,68.88,39,100,10.83
541,Hovd,MN,2022-07-22 12:47:32,48.0056,91.6419,75.94,28,100,11.45
542,Alofi,NU,2022-07-22 12:47:32,-19.0595,-169.9187,66.09,94,16,1.14
543,Flagstaff,US,2022-07-22 12:43:52,35.1981,-111.6513,71.4,49,40,6.91
544,Itaberai,BR,2022-07-22 12:47:33,-16.0203,-49.8103,77.92,35,9,11.03
545,Fairbanks,US,2022-07-22 12:47:33,64.8378,-147.7164,53.6,88,100,8.05
546,Miri,MY,2022-07-22 12:47:33,4.4148,114.0089,77.14,94,40,0.0
547,Key West,US,2022-07-22 12:46:43,24.5557,-81.7826,82.4,78,100,10.36
548,Tonstad,NO,2022-07-22 12:47:34,58.6626,6.7169,72.46,70,100,6.6
549,Pocos De Caldas,BR,2022-07-22 12:47:34,-21.7878,-46.5614,67.3,46,2,4.99
550,Pyapon,MM,2022-07-22 12:47:35,16.2833,95.6833,76.46,91,100,4.74
551,Uglegorsk,RU,2022-07-22 12:47:35,49.0833,142.0333,57.76,99,100,3.65
552,Flinders,AU,2022-07-22 12:47:36,-34.5833,150.8552,55.38,90,66,7.0
553,Tura,IN,2022-07-22 12:48:36,25.5198,90.2201,77.85,94,100,2.84
554,Arman,RU,2022-07-22 12:48:36,59.7,150.1667,64.02,77,89,2.08
555,Merritt,CA,2022-07-22 12:48:37,50.1123,-120.7942,56.03,93,62,3.24
556,Buraydah,SA,2022-07-22 12:48:37,26.326,43.975,113.45,7,56,14.72
557,Mizdah,LY,2022-07-22 12:48:37,31.4451,12.9801,91.06,19,0,7.45
558,Ostrovnoy,RU,2022-07-22 12:48:38,68.0531,39.5131,67.5,77,100,6.64
559,Lormont,FR,2022-07-22 12:48:38,44.875,-0.5178,78.1,61,75,16.11
560,Tautira,PF,2022-07-22 12:48:39,-17.7333,-149.15,75.97,79,39,12.37
561,Bagdarin,RU,2022-07-22 12:48:39,54.4333,113.6,65.23,90,100,3.24
562,Oranjestad,AW,2022-07-22 12:43:41,12.524,-70.027,82.35,83,20,13.8
563,Oranjemund,NA,2022-07-22 12:48:40,-28.55,16.4333,60.58,67,35,14.9
564,Panaba,MX,2022-07-22 12:48:40,21.2833,-88.2667,79.16,83,61,7.09
565,Yerbogachen,RU,2022-07-22 12:48:40,61.2767,108.0108,66.31,64,100,4.38
566,Xuddur,SO,2022-07-22 12:48:41,4.1213,43.8894,81.21,48,100,20.62
567,Phek,IN,2022-07-22 12:48:41,25.6667,94.5,64.49,97,100,0.69
568,Kinsale,IE,2022-07-22 12:48:41,51.7075,-8.5306,67.37,55,40,11.5
569,Jiayuguan,CN,2022-07-22 12:48:42,39.8167,98.3,81.16,13,0,7.2
570,Izberbash,RU,2022-07-22 12:48:42,42.5696,47.8645,80.65,53,64,15.48
571,Pucallpa,PE,2022-07-22 12:48:43,-8.3791,-74.5539,77.29,71,97,2.1
572,Cochrane,CA,2022-07-22 12:48:12,51.1834,-114.4687,57.2,75,0,6.91
573,Sinnamary,GF,2022-07-22 12:48:43,5.3833,-52.95,80.69,79,7,5.77
574,Robertsport,LR,2022-07-22 12:48:43,6.7533,-11.3686,78.31,82,56,12.88
575,Murdochville,CA,2022-07-22 12:48:44,48.9583,-65.5006,65.28,89,100,8.28
576,Zeya,RU,2022-07-22 12:48:44,53.75,127.2667,66.06,76,0,4.74
577,Yinchuan,CN,2022-07-22 12:48:45,38.4681,106.2731,80.58,15,0,2.82
